,Clean_Text,label
25538,congratulations heart hacker computer hacker,1
34179,ashlie thank feel little better,1
24196,good morning great day work,1
35770,wowthat sooo cool,1
35218,bought  bouquets flowers em arranged pretty momma morning proud myself,2
25500,wait cool sliding door thats oxymoron,1
25582,says good evening httpplurkcomprqhl,1
910,fuck wasting deodorant aint goin aint havin company let funk ya,2
16928,aw sorry ur day sucked u post abt car issues lol think safe better tho beerthirty,1
721,aku kbangun gara mimpi bad dream,2
21785,learning play sweet child guitar yays,1
123,yearn break relentless battle moment respite suffocating darkness,0
14431,quiet twitterland day,2
31899,like brides sense humor wore wedding gown onceby accident httpbitlytnshf,1
31717,fun time concert got picture taylor momsen freakin line left,1
26185,good morning twitter bugsssss am day starts nowwwww,1
2065,huhuhu working new clients motion graphics,1
15933,smell smoke kitchenfire,2
38191,omg im happy nowthanks micheal sheen aka aro know photoshoot volturi happies,1
23575,finally xmen origins wolverine arrived time play game like mad man time review patrick,1
5483,find poetry book wasnt dads im tear room looking dont im gonna sad,1
26604,youre singing rain,2
4697,load washing away load amazing house doesnt look better efforts,2
23638,carolina yeah,1
1142,people mental illnesses httpswwwaikenstandardcomlifestylemindmatterswhatsinanamearticleebfccfdebcfbbfffhtml  mentalhealth bpdchat depression anxiety mentalillnessmisconceptions mentalillness,0
33292,happy frickin birthday try bitter sharing day lovely wife mothers,1
6693,oh dead muffins sad,2
7163,got working nate todaygot  yippee hes going vacation week brave calc,1
28835,definitely ready plate pancakes,1
3479,thats horrible purposely write bunny mean amp cruel mention plain tacky,2
22238,eeek coming im soo excited thursday,2
33312,nice meet tonight amp thanks,1
23776,shall bring glass work tonight half half hor,2
24006,good morning wants breakfast,1
2255,lucky rob gettin ts emalon,1
38943,great exercise sunday morning quotstopping wheel karmaquot raw transforming negativity love life,1
10865,figured strong guys supposed heavy things shelves ouch,2
35573,brought buffalo gb it fastest transfer rate usb hddi benchmarked mbs comp,1
25754,great weekend glad sunny today,1
37646,chilling,1
34431,posted pics college myspace wwwmyspacecomkatieheidie,1
30290,httptwitpiccomw operation happy mom success,1
12715,know,1
33007,love boogah contain lebron james talk sick,1
39088,amazing time dancing dj dan ruby skye tonight im looking roommate sf know anybody,2
38812,enjoyed new star trek movie night want ready work sunday blah,1
19162,love rains im golfing,1
22190,better hudgens omg song came shuffle city high,1
32932, month  wks till big day csh,2
35724,love cobra starship thanks suggestion,1
6,black cloud hovers casting shadow tainting experience,0
21131,talking meeeeeeeeeeee,2
22571,scones afternoon great gonna cupcakes week wednesday,1
12056,oh fun weekend friends gone mother family weekend damn,2
28655,yes youtube th feel x better halarious,1
37748,oh god finally found online haha,1
35516,yay gonna eat,1
36376,old phone gosh miss phone,1
29583,oh yay glad fun baby,1
37739,eat hot link torta,1
21716,ets endoscopic thoracic sympathectomy invaluable surgical procedure,1
38031,httptwitpiccomwrxq whens little gingg getting twitter g  j,1
15162,eff jk ill probably philly,2
7332,delete twitter,2
34307,going home hope saw play,1
11531,wonder thumbnail pictures arent showing tweetdeck,2
22801,big welcome twitterlandz grrl wish bettie glad hear success,1
36831,carls jr sounds hella good bring httpmylocmego,1
23785,pange ahahahahaha meet drinks,1
12807,found closed mondays working backup plan,2
25003,smile avatar permanent condition,1
38917,yep itll awesome max  haha,1
38203,ladies,2
33376,free unlimited ringtones httptinyurlcomfreeringring usa awesome  iphone,1
19743,sadly think know exactly itin expired drawer things life span years,2
4175,,2
31218,going ride perfect night chill,1
37310,movie awesome,1
28744, surprise party today  parties tomorrow funfunfun need finish bug project oo,1
26100,shopping beckyyy going starbucks minute,1
37898,httpsnipurlcomhqn printed mom amazon gift card happy mothers day talk minute,1
25433,oh mint lounge awesome night,1
5270,hoping better trailer,2
39065,wish choose bands played trash june thhmmm,1
37125,copy wanna watch,1
15600,played bit pool buddiesgoing bed work tomorrow,1
30655,excited harry potter like damn twilight postponed love oh find hai chai,1
36455,thanks completing calvin appreciated,1
25262,god assignments stressful finished lol im bedd,2
34606,yes,1
35653,missing mother t days happy mothers day,1
901,handle loss mother httpwwwdebrapasquellacomtohandlelossofmotherhtmlspreftw  grief god cancer depression anxiety isolation pictwittercomttspjqmg,0
8887,warren hannah dead oh godd seriousslyyy tragidy,2
23379,heyyy todayy,1
20097,ohh shardup hehe hes hot lah gotta admeeet bleh,1
28040,good luck interview,2
31606,reli gdd ty am lol im sleeping o im watching tv alls good lol,1
36459,isnt hilarious hope saw crosby douche shirt picked wore bc,1
21922,httptwitpiccomjaz cool luv,1
26068,lol sunny  yesterday igloo melted attacked bushes recovering today hows things chocolateland,2
2058,oops completely forgot,2
32910,super massive sandwich mom nightohh yummy btw happy mothers day mom,1
11365,hugged hater day told nobitchassnessfriday im trouble cursing mgr,2
11030,nice natalie taught jameson quotwhyquot,1
17919,,2
36774,cool topic twitter showif tweeter twittering twit u got luv httpbitlyanw,1
29787,watching pianist dad great movie,1
29325,watching miley cyrus youtube,1
24920,followed great super mazembe favorites httpblipfmjkbp,1
20058,pebbles thrown windows someones attention,2
34833,happy superwomans day,1
649,step beating depression deleting sad music phone im sorry abel love death heart cant ,0
27956,heyheyheyy happy star wars day watcha doin friday movie,1
29851,httptwitpiccomwl im hard core dont know,2
17501,fun pasty lt,1
10166,sad skylit drives new songs dont sound good hoped,2
29027,shot new  rifle autoreset plinker target built shop class works great,1
29975,listening best days life kellie pickler,1
20013,tweet whore  tweets,2
35463,fun bacontaco night,1
34579,happy birthday,1
31169,happy mothers day ms pat carey,1
37062,watchin jonas,2
33382,im eating cookies sitting week thanks andrea dear,1
33225,going bed happy mothers day mom,1
31636,accepting maid applications nice youd start thing tomorrow wonderful mothers day present,1
32804,finally got set keys store celebrate,1
173,world feels like cold hostile place depression amplifies feelings vulnerability,0
27230,thanks todd enjoyed reading blog little cheer good old alfred wallace curious read book,1
22401,watching slumdog millionaire great movie,1
30399,woah  good rain earlier nice,2
22612,hehehe didnt know use blog twitter suggest interesting topics ppl engage,1
22362,welcome,1
28325,pugged ready device updates feel free bombard time time actually,1
39365,thinking look good place appericiate supports site joined,1
33786,happy mamas day ladies good day,1
30375,hellerrr new followerss im tricina amp uhhm im cool,1
22711,youre called comedyqueen nowt lol,1
18,constant battle silence voice head tells im ill,0
23751,lovely walk morning missus drizzle didnt matter,1
32878,getting smackdownecw,2
25273,thankful rain garden kids starting gardening lapbook thanks heidi httpwwwlapbooklessonscom,1
23551,week begins got better,1
34038,hello following recommendatiion,2
14437,car oh,2
6378,apparently looong time seeing la,2
38914,hope schools gonna good tomorrow,1
37355,good didnt think,2
21665,yahoo volleyball hiking eating fish eye witnessing sleeping beach jumping rocks amp hanging jurassic park filmed,1
25,crazy better feel achieve depression ,0
33881,ha damn im ready fuck bitch cant believe balls haha wtf,2
34004,computer business,2
10582,present project,1
39541,mcfly gig nightt omg amazin didnt sit thing mcfly best mate tutus,1
10468,havent got text sod looks fabulous,2
17124,im home  drink,2
33440,hey guys im going create iphone app thats twitter client called tweetilicious thoughts,1
28798,night best far think didnt throw equipment car,2
36028,lol yep tell rhonda said happy mothers day,1
31147,says happy mothers day mothers httpplurkcompstza,2
37668,bed enjoying spring sunshine streaming window woke am rigid extreme pain exhausted im positive today,1
39290,like masterchef,1
27371,caladesi definitely nice peaceful way spend sunday got lil tan,1
4497,im happy got hair cant wait til leaving today,1
5026,chillin promoting muziknot eating lmaao,1
6083,rains pours true im sorry hate kinda times,2
28801,httptwitpiccomvfcx awesomeeeeee,1
7152,wow person u,2
27914,im feeling little sleepy reading gunter grass wonderful tiny print eyes,1
33242,hey chelsee amiera ltufcgt,1
9008,sitting garden mummy got text boy thought got hint obviously,1
14018,love haaaaair,1
26918,happy star wars day ohhhhnow th love and mondays sorry again starwarsday,2
26602,oh gosh hope fun,1
34497,playing guitar hero waiting abby text prom,1
26345,getting ready school,1
77,dude favorite sandwich place ummm pictures,1
26269,going bed nap im starving tty l,1
11956,dont know sent emails account random stuff didnt understand changed passwords,2
24151,today day,2
38081,ultimate training looking forward sunset,1
36007,sleep awakened early wbreakfast tray spark amp joper wtheir dads help,1
31638,dinner  rainforest cafe laura,1
4012,way burial,1
34584,finished chatting haha,1
21202,yeah ill care tonighttomorrow pay night easy,1
16696,tweets filming place w signal hmmm,2
4790,hahaha sana someones selling version quotcoding workshop photo recovery wizardquot cd demo mode lang eh,2
12693,dont uk,2
49,depression decided rear ugly head sadly spark jealousy hate jealous day kinda tanked week plunged depths,0
34253,oh love texting drunk friends hahahaha,1
1739,me sighmum whats wrongme tiredmum tired havent anythingyou dont things tired called depression hi,0
605,lol cant drink,2
16702,trying sleep c miss cold winter nights,2
39743,hehe thanks advice choose shoes hard,1
11094,omg poor eppy hope ok scary wow cant believe noticed,2
36054,love panties,1
25970,dohh old heard im year,2
23919,thanks belated followfriday shout payingitforward,1
27173,gooood morning,1
29601,tweets rofld,2
30287,kudai pop rock band chile taking stage tonight,2
13316,u believe architect planned tarblack promenade small town international prizeand walks amp jogs,2
11575,working till why playing miley cyrus company radio adele,2
32269,tomorrow mothers day moms dont gift tell love,1
23657,managed find places combine fun pleasure savings took planning,1
16588,commute rain people meaner,2
7068,httptwitpiccomuq hotttt weather getting blackk starts rain,1
678,anxiety mixed depression worst ,0
36663,ooh haha thanks posted,2
18225,yes yes ima guna lol,1
40,mmm better day far early day uds,1
27064,going ikea roomie shop apartment ikea like stores love,1
2717,aww heard missed amp,1
34801,great night,1
23096,listening sunloungers music waiting sun set,1
35824,mango medley yummy mango mango ice cream,1
38826,nice tweeting sunday th celebrating mothers day today nice yer mom,1
24666,good girl school today yayy,1
5867,em got big list today hubby work weekend going think,1
37686,alison great miley love meet tell shoutout  fan,1
2089,dnt joke things anak death depression destroy lives shldnt wish joke lets hope fake news ito,0
7567,work hour,2
30516,yes want going ,1
31122,aww thats sweet home card wrote song wasnt oh,1
32162,cute thanks sharing direct message bed james   know want,1
16001,hope fun canada dont worry youll summer,2
37936,perfect night best month life far boo,1
37758,th exist  years,2
3762,yay power  phone  charged hot,2
38348,know feeling way nice walk,1
21955,thank,1
30604,jordie little bit,1
30652,finished ysc runthrough service gonna awesome httptweetsg,1
67,depression colors interaction making hard connect let,0
34128,omg im soo excited ive waiting saw th midnight night,1
15480,thanks im sorry youre hurting,1
31429,hey guys saw st louis loved play ct met outside u nice,1
28405,lay pool nap agenda day,1
33896,ill register thing wake tomorrow looking forward forum,1
22832,kinda trying ugh oh worth effort long day tomorrow night tweeters,1
16510,day whats ff im worst,2
28173,problem comin,1
30382,u ur mother special ill cake sure gets stressfree day p cheesy works,2
18150,megaman d wow capcom dont chuck squareenix cease desist order project,2
20125,birthday happy birthday,2
35701,breaking news tweeted hope welcome twitter,1
32375,sturday night live,1
4379,unfortunately thats usually goes answer yesterdayim okay things looking miss talking,2
38537,finally qchappy mothers day got car,1
28165,dancing pirouette ballerina hugs morning awesome brudder,1
38663,omg finished history childrens book need  pretty print im whoo,1
27762,thanks mascara input appreciated,1
28945,lights concerns lol stay safe,1
24141,hd lecturer gob smacked good presentation,1
14951,hey thank followfriday failed miserably list week,1
16157,fuck,2
28602,ninas high hanging ninah taylor day theyre awesome getting home tomorrow mom ninas low nada,1
32137,content life moment,1
36533,know love jordiebut best version cg admit itlol,2
25240,glad hear good im great life good,1
12362,massive headache going terminator tonight,1
33751,going attempt cook chunky beef amp mushroom pie tonight mmm im hungry,1
37836,watching battlestar galactica season yeah read right,2
26298,awww thats amazing ive soco jm concertbut zac hanson gave drumstick,2
1050,hear hear ive lived mental illness depression anxiety decades unintentionally celibate my issue womens felt need kill itthese men normal true im tired armchair psych evals,0
36152,hope studyin went,1
11622,weird cause synced morning got new episode,2
37370,welcome home,1
24567,listening pnk tunage trying teach cat dance think shes getting backing dancers tour,1
23511,playing pacman boxa achvstaking gs exactly nice,1
1387,im sorry lol like actual time spend unfortunately everythings insane,2
27138,thanks definitely season rainy comes months time,1
28765,omg working,2
141,im tired constant battle mind fighting negative thoughts consume,0
34944,hey saw snl niteampi loved especially crumpin titboob scene quotcrumpin dubquot wow hilarious,1
6544,nice way  end week,1
23702,woo great subject month use sparklers,2
33619,yup spending time mom sis aunt great mothers day,1
39424,y weekend karen swansea today,1
27830,enjoy nola definitely favorite cities world beignet chocolate,1
24200,visiting friendster facebook,1
4318,hopped bed swwwaaaaggg oooonnnn got bed raining,1
15393,actually got bit tan today haha sadly working weekend wont chance enjoy glorious sunrays boo,1
10336,aww sending ,1
24653,heyy lol talking david archuleta site lol funy lol,1
29767,family guy reruns food good phone conversations ah saturdays,1
39950,haha remember xx,1
1245,stock market worst second quarter great depression httpfortunecomstockmarketnyseworstsecondquarterdepression ,0
37584,lala little girl love new songs ive answered u  love freaky twitter guys,1
2474,alltime favorite episodesquotes officeus  httpbitlyarmj,1
23780,got awesome hair cut todayyyy looks hottt haha homework,1
6230,gogowww come cant deals like houston,2
27269,day left school th approaching,1
34166,haha sorry past bedtime,1
8647,washer se chingo ha ha im busting grandma lucia waaaaay early s lol,1
15131,thanks kashi thinking day mad disservice taking  ur classes,1
2013,mom wants pay attention pamper im chronic depression anxiety im trying hard let end snapping gets mad upset wanna de  god,0
38968,good morning world hope ok,1
24267,oh mondays mean new american dad glad watched funny makes mondays better,1
29971,kk  followers like minute ago,2
39508,thanks im making homemade lasagna mum today,1
37013,weekend probably best day,1
3637,good morning rsa twitterverse send happy vibes amp cheerfulness today im feeling little sad,1
155,step forward feels like steps depression sabotages progress resilience,0
15741,want grape soda jack fowers fault wish play uk gigs sold reply,1
34593,happy mothers day,1
27065,httptwitpiccomjj ari,1
3775,thought fanta,2
20996,thanks quick,1
35511,kazim kazim didnt know ,2
26363,httptwitpiccomjhe love awesome,1
2261,aint uk fans fav people,2
20905,wow heather,2
29651,im k running race alive,1
37660,funnily roland president social club,1
22133,lok ef jummy,1
37399,wwwyoutubecomwatchvcyjvgnpva sowwwwyy u girls twisted time,1
32453,tomorrow,2
32199,httptwitpiccomwff got pretty sweet stickers,1
36786,thanks stephen appreciate,1
36030,pancakes lemon sugar thanks,1
38052,guten morgen good morning,1
9410,thankies btw scotland live got visit uk lived europe,1
38275,hey samantha welcome happy mothers day,1
39842,hahah labhr labba think similar ways,1
30588, hrs beautey school fix haha,1
24269,someones horsing btw hubb feels twitter hes naming party,2
37478,nice great day tweet soon,1
37445,admitted crush thats cool,1
2836,goodnight trending topics lol,1
10696,thanks know happens awhile,1
36558,darren linkedin yes twitter friend idk people httpwwwlinkedincomindarrenmonroe,1
1769,theory getting stuck slow drivers leads depression fits rage course,0
38660,hated writing academic adviser,2
31081,awesome kind,1
37465,learnt new today,1
39833,helpful swear lot realized haha,1
29374, xtra cleaning b leaving da road  springhill suites cafe  yum,1
34084,yeahhh thx figured,1
23262,caught google street view httptwitzapcomuaw couple good ones,1
6665,dreary day la sunshine,2
328,adversity like wind times calm times breeze gusthow troubling times life httpsbufflyorsisc life trials adversity lds love peace depression anxiety grief fear lonely help selfhelp pictwittercomkjwsndr,0
23230,jd turk laugh scrubs,2
33581,watching happens vegas,2
37530,dear journal sex earl tonight amazing thirty seconds life,1
31451,painted nails metallic blue im sure looks its pretty weird color think its cool,1
24376,good morning tweepsland makin great monday huge shout followers muah muah appreciate,1
35054,happy birthday sweetie great day best place word sorry chicago jeje,1
16768,watering plants home drinking delicious smoothie morgans jamba exploded,1
31906,happy mothers day wonderful moms matalatine,1
23806,new design portfolio finally web httpwwwdesignianl needs tweaking details ok,2
257,feel bad depression like,0
8529,hahaha ok hire mom paiseh haha shall washing,1
39166,im ok guess talking biiip right oron sms haha,1
30586,hayley great,1
2218,saw hamlet update excellent news good live,1
28910,pythonkingsnl equals gt better sims,1
37941,donkey appeal sure,1
2126,dreamt stars night looking awe vastness headed wonder stars covered clouds small things clouds obscuring universe view reminds hope depression works,0
23459,beautiful morning time enjoy sun,1
11639,youre person ask mon afternoon  im sorry im helping tutor friend cc xx,2
34322,wonderful toys,2
24761,thought interested httptweetphotocom whos viewing photos,2
20041,yes nba song great got old funny nba cheerleader remix song ohrwurm day quotcolorblindquot,1
18981,best life mcfly rocks world wanna meet guys,1
10286,goin mall gonna movie ghost gfs past hope good im goin ilook cute feel good ,1
21250,thanks,2
15918,seniors  days woohoo going night,1
28272,goodi got meet,1
23749,oh like let c,1
2192,good hear  kinda worried half mutual stress depression anxiety dont hesitate shitpost feel bad believe ppl care ,0
1893,heavy facebook use known cause anxiety depression narcissism sleeping problems stomach aches,0
21963,yeah school sucks totally yea grateful got better place man cant tell excited hul,1
15450,getting closer logging left hand swollen cant wear wedding ring forgetting worrying lost,2
38802,am sunday going meet mom breakfast beach,1
33081,yus  nice,1
11580,thats tell food worst understands horror,2
29300,twistory making yeah stole,2
309,dont understand respond people depressed demanding justify depression worse proclaiming arent entitled feel sorrow arent designated disenfranchised lack understanding psychology,0
20950,moved new apartment exciting,1
20546,morning got coffee,1
22464,happy national star wars day,1
23114,needs yummy breakfast shift,1
27024,manang great dinner super busog o,1
15623,boy going movie wish didnt feel like shit,2
35505,thanks finding amusing rubiks pictures tonight making evening,1
1341,book tackles subjects like grief depression anxiety love heartbreak extremely hard write times feels incredibly worthwhile amwriting ya ownvoices hawkfalls,0
14867,added collection punk bitch ask,2
28948,fun meeting u today thanks doodles goodies got hope u super time amp visit soon,1
18515,hehe jack dawson amp died titanic u c movie mileyim watching rite amazingtell leo ilthim,2
7,depression steals ability enjoy things loved leaving feeling numb disconnected,0
23653,ooo love bank holiday x,1
35568,enjoying lazying eating roses chocolates x,1
28300,whoo hoo congrats getting lbs,1
26433,glad u check today touch,1
17084,dont u listed cause dont,2
10612,bunuelos huge hit skip shopping lets kind trouble,2
37964, years shes funniest thing dancing shes sooo happyyyy,1
15521,got working im feeling pretty good work ,1
3040,bloooooows,2
30608,saw new star trek movie good zachary quinto amazingggg,1
3621,yup working couldnt recover,1
12532,looking website working,1
24809,cant wait december switzerland rendezvous great amazing enjoy oz,1
31569,archuleta amp cook arrive  days,1
36359,feels home church,1
24389,best weekend,1
36971,idea haha xx,1
21399,time kathleen bed waaaaay past time dont expect hear noon lol blessed morning,1
701,math quiz meow  allergies  meow  allergies ,2
39115,oh ive watched episode jonas awesome,1
9919,knowi yes cant wait bb love heard theyre showing  hr live streaming year,1
20395,oh dont love noting remix kids,2
3788,job,2
33777,thank happy mothers day mother snl tonight,1
35509,queef,1
35698,blast babe thanks joe lt love tylerhappy birthday,1
39024,thankyou,1
19183,whyyyy,2
34780,beat aye music hall babyy im like cinnamon beat apple apple jacks,1
15693,sounds like town,1
9728,ermm,1
1873,problems depression anxiety things shes gone losing temper shes long time training know loves training taekwondo mental health,0
27464,yess came amsterdam th april best night everr,1
681,fuck depression come trying work,0
31223,watching star trek tonight heading lovely dinner fun board games night,1
33679,ok im replying happy mothers day,1
23967,think itll like casual attendance instead review issue felix thanks,1
31704,oh yeah thats right thanks reminding,2
36392, days paniniii,1
22020,wake  week funny deathcab makes think amp use calendar track work hours,1
97,depression drains energy leaving feeling weak defeated,0
29179,bust cap tell bust cap jesus,2
8060,mailed got email didnt probly mean wont,2
23382,im twitter cool lets mcdo,2
23630,th hahahaha thatll neverrr old,1
35374,eh barry loltweet deck like prehistoric lol,1
34688,exhausted tee im knocking nighty night tweety birds,1
7805,haha thanks clarifying thati thought u meant mr bello wish cousins live,1
36584,hes definitely fav host cant wait watch rest tomorrow,1
27260,beer smoki lucky strikegood times good times workdrawing stuff,1
25966,friends coming tonight hopefully weather stay nice,1
23685,skip school way im proud actually,1
13504,dammit need new cupcake tins,2
1727,sad talk caused depression,0
37421,haha fave sanx character thats rirakkuma,1
32962,think im falling love xxx iloveyou,2
35068,goin bed goodnight,1
21462,lol thats great,2
29357,brads face saw gift priceless thnx nat,1
31932,nice capture,1
29841,kids count days till saturday hope remember lives,1
29764,biligual sweatshop lol talk  got r,1
30417,better yes unf unf lt lisa hasnt gotten btw smacked,1
26693,hahaha im trying figure time fb looking friends pages,1
36621,lol know ya mean watching act fool better remembering acting fool,1
813,im cold jamjams aka depression uniform,0
11994,warning tweeting ridding bike dangero waaaaaaa crash,2
31475,live long prosper fb,1
36022,yeah seen reviews great reviews surprised getting tickets tonight,1
23689,happy star wars day th brilliant,1
23643,aloha jaisey im excited supernatural tv tonight jensen fest tonite,1
16426,way rub guys send love wish,2
25933,oh yes happy star wars day fourth,1
32967,delicious sushi niko niko vermont hollywood mm,1
37201,yes downloaded website im tweeting work,1
23908,hahaha secret door real batcave,1
28817,came hanging friends  cocktails lt im drunk feeling good hope everyones,1
30981,mediteranian kitchenoh cant right,2
31079,thanks good friends coming hanging ears know,1
4646,tsk baddie imissmonkeh today,2
29872,snl tonight going hilarious,1
6934,nice beta easports news online madden,1
37095,googled mothers day phew amp uk different dates learn new day,2
36587,random,2
30064,movie d gooood,2
1704,blast mofoing past nts suck badly school,2
15750,time bedgot learning tomorrow early start night night good people xxx,1
19593,feeling like romeo juliet bryant wallinwood montagues capulets fb,1
36157,second song coming nicley,2
1393,thats right totally forgot till august great summer,2
1744,depression prison suffering prisoner cruel jailer,0
100,extreme sadness lack energy hopelessness irritability trouble concentrating feelings guilt  symptoms major depression,0
8999,lame said hello,2
12761,dude wannnnaaaa goooooo,2
22154,got twitter yayy xxx,1
36758,best mothers day breakfast shopping lunch drinks chocolate galore,2
2015,wish nicky home,1
1969,got cuddles besitos wanted ass sad damn depression wild ,0
31529,ultimate shirt folding tool httpwwwflipfoldcom saw big bang theorys episodes,2
29594,new star trek movie  awesomeness unnecessary brief underwear scene pun intended awesomeness startrek,1
12403,ughhh think plans ruined excited,1
162,depression suffocates ability express true emotions trapping prison silence,0
30785,got partysuprisingly awesome need dance overall awesome night,2
37120,good food mothers day im complaining seafood durian puffs macarons yum,1
29425,reds win great end great day,1
27704,great weekend good mood doesnt mind work morning,1
1723,wowza second tweet entire trip leave  days blow sf tomorrow night,2
6976,found baby cousin gonna dad hes married everybody getting married kids,1
27351,went world education fair today different kind circus,1
35425,like watching xmen feel like ive started revolution feels nice,1
29081,oh sunny,1
29415,swimming party brothers tonight awesome time sissy cold water loved today,1
20689,lol haha funnyyy lol im talking bestfriend ashleyyyy,1
11303,kris making sick panda,2
19746,working woo hoo alas unable obtain elita daughter ,1
22648,oh happy day nice weather smiling happy baby icecream later,1
37680,yehh signed,1
38789,sounds like youre great day enjoy,1
35965,sittin fireyes,1
27773,morning workout sesh love life,1
22444,lol thank hope youre great day,1
34727,hi try new restosso yea fuunn lets dinner,1
32788,happy mamas day mamas,1
31159,time hit hey stack night yalls tomorrow mothers day,2
13560,wouldnt let vote yesterday today hope u win cause knows u deserve d,1
12646,sick im totally getting gh bad guys didnt play boston,1
30692,yay home feels great light,1
1598,chronic depression mother fucker dont know awake drunk asleep crying knowing talk,0
7097,lucky beggin jury duty yearsthey dont send notices notices people address,2
31048,loves john mayers updates modeling hot sun sweaty jk seriously,1
19198,haha damn inviting,1
11587,closed votingall u vote best movie hope win  yo daughter lovesss  sing quotthe climbquot,1
38713,im cool cant wait hear stories xoxo,1
20264,brain tumor called jeffery,1
11509,im home yay unpacked got wash,2
39002,home stretch friday night ill piss drunk finished exams,1
13568,wow tia clip  seconds,2
36419,know youre late tcu nightly scan starts oh graduated today,1
37117,whyyyy hellloooo thx  checkin r things httpmylocmegp,1
1356,heading home yay going buy needed bottle wine drink dinner wallet mia wine tonight,1
22914,sunny day brights day,1
27621,workyy trying point smile ltlinman tonight,1
34156,guys rocked tonight yes tacoma kids rule,1
14419,lmao queens,1
35902,big ginger white male cat little female tortoiseshell indoor cats rule house,1
35694,hello twittttty world,2
948,small question getting medical help depression because today,0
12713,unfortunatley aerlingus longer fly copenhagen fly ryanair billund drive copenhagen days,2
38838,kicking incredibly oldschool wholeheartedly approved,1
5692,sunburnt factor ,2
37341,going ass gear brekkie start kitchen woo bbq later good times,1
34019,wishes happy mothers day,1
25915,trying best luck,1
10952,tomorrow hell gone new homei born singleour little puppy basset hound,1
3088,cant believe,2
6129,havent good homemade flour tortilla ages,1
35555,word mom lot yall happy mothers day love,1
1306,dear ladies crippling depression tried smiling random man stopped tell solution ,0
20492,hi uploaded  completely new chinese lessons wwwyoutubecomchineselearn feel free watch enjoy,1
32725,best party,1
9054,ha hajust found new cocktail dances wenches cranberry juice spiced rum sounds nice dont cranberry juice,2
37928,good morning twitterworld slept,1
37854,cool lil night berries eat pizza waitin,1
18243,pm im leaving desk week safari time flies whats good weekend jbii,1
4992,friday sweldo day,1
29843,lol happy like,2
36784,great wedding band awesome they played ton great s songs food,1
33346,time great yakuza horror theatre wish luck,1
29255,hahaha yes lil jon freakin jizzle u know named st puppy u lil jizzleremember lolxoxox,1
1637,booya sup tweeps happy infamous day soon cant wait play need find time,1
21110,nice funalthough cant fun lol,2
1571,reduction stake massively minimise financial harm addicted game time money secondary hypnotised product financial destruction led deep depression right thing,0
4257,year big wide world,1
39066,happy mothers day american mamas,2
33937,pretty good actually lame episodes good try,1
22669,happy star wars day fourth ,1
31783,spent evening gala high school drama companys th anniversary lots memories,1
21072,thanks,1
25502,employee orientation serco yayy im excitednervous wish luck,1
22171,,2
29824,glad blast,1
39663,woke catching nightly tweets,2
18898,ahhh knowww saw th th newcastle good im soo excited th june bday aswell,1
20506,dont turn brain talks crap thats fun comes,2
33549,amazinq qirlsniqhtout quess qreat excuse wear tiny dresses amp heels,1
36173,thank yyyyyyyyyoooooooooouuuuu,1
38206,hehee yea supposed sound mean hahhaa,1
23380,httptwitpiccomjcjr mmm yummy looks like invitation,2
36609,enjoy hols xxx,1
33735,happy mothers day wonderful mothers world included,1
35662,great night old friendswere quothometown heroesquotsome things change,1
19426,werent invited,2
34294,goin bed finally sleepy happy mothers day,1
36385,good morning world wonderfull day starting breakfst champions kids ofcourse,1
28924,fun water park dinner rainforest cafe all free party tonight pretty good saturday think,1
3704,omg gross relays tonight,2
26002,gonna sunshine,1
13419,left,2
17445,awemani missed registration  flashcamp,2
28644,baked cake amp watching movie,1
12824,iq  o,2
30183,heyy jay wats going witcha amp want twitter background know gotcha need,1
33326,silly right,1
194,look feel awful im ready depression,0
3044,going bedgoing korea tomorrow,2
11856, quotquite alrightquot plus ate cinnamin toast crunch breakfast eating strawberries,1
31413,exact thinking bestttt,1
6767,heading beaumont,1
14466,holy cow archie andrews finally marries veronica lodgethis thought eventually happen th grade awwwbad bad,2
2222,tell depression real thing ordinary sadness sape yg penah rasa je tahu sakit dia cm ne ,0
4113,luckyyou capoeira,1
24491,awwww cute pug,2
10223,babi pangang friends tomorrow working time,1
30565,macbook inviting friend twitter happy mothers day,1
19466,yea think waited long oh thats cool signed im core classes,1
23006,ok nice cheers boss liking lack fcs today,1
3225,need wouldve picture cooler bottle green eeyeathooo,1
15385,think iv hurt tooth eilish cassie drawing competiton draw cookies pineapples haha l,2
30431,thinking drink watered hey free,2
39708,tweeps dont forget mom today,1
533,niggas shorty suffers depression anxiety whos seeking reassurance shorty moments overwhelming sadness reason,0
19655,waiting turn wii fit gym closed,2
15568,u ignoring gah,2
31727,haha ya friend totally kick party occasion,2
18431,jeff right duty pwns gotta figure xtra copy wolvarine bought earlier week,1
14291,ummmnnn ummmnnn good thanks letting know earlier ate,2
21739,rock pooling cant believe paid,2
35101,thank know love bhb,1
24786,ur shows r amazin x,1
6970,live live  dj jayem bb esr click  httpwwwkrisisdnbcomlistenasx,1
31536,said cant wear converse dress,2
18188,graduate am sunday june th,1
37937,hey cant wait  u guys  come  jersey woop hope ur lookin ward  coz r x,1
31926,ang payat ko na yes hoping melbourne weight year httpplurkcompsu,1
32356,star trek pure awesome love lt great seeing,2
1197,know praying woman pray im going depression bad got cant prayers im going harm myselfi lost wife year rough married  years,0
36843,lol wat u making come da way overr forv,1
5701,finished zombie chronicles days ago bittersweet need new gym,1
